ID,Position,Nationality,Overall rating,Preferred foot,League,Height,Value,Name,Age,Attacking,Team,Defending,Goalkeeping,Wage,Movement
205411,LWB,Botswana,62,Right,Premier League (England),188cm,€362K,E. Castaneda,30,54.9,"Solomon, Lopez and Roberts",63.7,50.4,€15K,50.4
746156,CAM,Western Sahara,62,Right,"Middleton, Mccarty and Sullivan (Botswana)",197cm,€361K,R. Charles,24,47.8,Brown-Watson,67.4,38.9,€16K,17.7
312123,RW,Qatar,62,Left,Dunlap-Jenkins (Greece),196cm,€358K,M. Roberts,26,63.1,Willis Inc,26.8,58.7,€16K,29.0
746525,CDM,Turks and Caicos Islands,62,Left,Stewart-Cooper (Vietnam),159cm,€360K,R. Carpenter,30,59.3,Underwood-Gomez,32.7,23.3,€15K,62.7
689306,ST,Austria,62,Right,Villegas-Haas (Austria),205cm,€346K,P. Thompson,48,64.9,Huber-Rogers,54.7,25.5,€15K,44.5
484597,CF,Faroe Islands,62,Right,Stewart-Cooper (Vietnam),177cm,€351K,Zachary Dean,30,63.4,Underwood-Gomez,56.6,27.4,€15K,13.5
640271,RB,Botswana,62,Left,Villegas-Haas (Austria),180cm,€348K,J. Thomas,31,38.6,Ross-Weber,47.0,27.6,€15K,67.2
378149,CDM,Saint Kitts and Nevis,62,Right,"Middleton, Mccarty and Sullivan (Botswana)",185cm,€341K,Andrew Cuevas,28,65.3,Brown-Watson,31.0,44.2,€14K,50.9
673319,GK,Guatemala,62,Right,Premier League (England),193cm,€344K,Brian Mcbride,27,28.9,Orozco LLC,47.2,63.6,€14K,57.1
100093,CM,Greece,62,Right,Premier League (England),185cm,€346K,D. Levine,32,42.4,Bell-Odom,33.4,68.7,€15K,23.5
935948,CF,Greece,62,Right,Stewart-Cooper (Vietnam),201cm,€343K,Martinez,21,63.0,Wall PLC,26.5,58.7,€14K,28.4
567576,ST,Vietnam,62,Right,Stewart-Cooper (Vietnam),196cm,€333K,M. Baldwin,23,61.7,Wall PLC,62.6,13.2,€13K,33.0
657714,ST,Cyprus,62,Right,Premier League (England),161cm,€340K,D. Hodge,24,60.7,Lawson Ltd,42.5,39.0,€14K,63.1
59718,RB,Western Sahara,62,Left,"Smith, Townsend and Moon (Vietnam)",192cm,€334K,M. Moore,18,35.0,Martinez Inc,49.0,61.6,€13K,62.4
313929,RW,Turks and Caicos Islands,62,Left,Taylor-Cross (Vietnam),180cm,€346K,Adam Jr.,34,71.2,Liverpool,26.9,32.7,€13K,12.6
101037,RWB,Guatemala,62,Right,Premier League (England),165cm,€337K,M. Lopez,27,40.6,Bell-Odom,48.9,66.7,€13K,43.9
363756,ST,Saint Kitts and Nevis,62,Right,"Coffey, Morris and Bell (Greece)",206cm,€329K,J. Beltran,26,34.2,Campbell-Osborn,60.7,19.1,€13K,62.4
937399,RM,Cyprus,62,Right,Stewart-Cooper (Vietnam),194cm,€332K,J. Wells,21,65.1,Manchester United,52.1,54.6,€13K,13.9
822749,LM,Cyprus,62,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",210cm,€330K,B. Burns,36,27.3,"Wheeler, Moore and Allen",42.4,53.9,€13K,64.1
716281,LM,Qatar,62,Right,"Smith, Townsend and Moon (Vietnam)",160cm,€331K,R. Thompson,21,33.9,"Vargas, Wise and Glover",62.1,54.0,€12K,61.5
282210,LW,Western Sahara,62,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",170cm,€324K,J. Howard,29,56.9,"Wheeler, Moore and Allen",41.3,63.2,€12K,38.2
142977,CDM,Greece,62,Right,Premier League (England),158cm,€326K,B. Fox,25,68.3,Yoder-Ramos,42.4,30.2,€12K,39.2
675473,CM,Cyprus,62,Left,Stewart-Cooper (Vietnam),197cm,€326K,M. Meyers,30,30.7,Wilson Ltd,62.2,60.7,€13K,44.6
626379,RB,Greece,62,Right,Premier League (England),150cm,€321K,J. Mosley,46,44.5,"Taylor, Bowen and Cantrell",52.8,59.1,€12K,63.3
732961,CDM,Guatemala,62,Left,Premier League (England),164cm,€318K,J. Campos,35,64.8,Garcia Inc,53.0,32.8,€12K,51.0
814916,ST,Cyprus,62,Right,Premier League (England),207cm,€323K,B. Duke,28,41.4,Davis-Kelly,68.2,29.5,€12K,35.0
823155,CB,Greece,62,Left,"Coffey, Morris and Bell (Greece)",191cm,€321K,Austin Jr.,23,62.6,Campbell-Osborn,62.1,48.2,€12K,57.0
991462,ST,Greece,61,Right,Premier League (England),199cm,€313K,Daniel Bowers,33,42.0,Garcia Inc,62.6,42.1,€11K,56.4
729538,LWB,Turks and Caicos Islands,61,Left,Beltran-Keith (Cyprus),206cm,€312K,Pham,31,18.0,"Johnson, Burnett and Adams",47.0,34.1,€12K,65.7
483818,LB,Botswana,61,Left,Premier League (England),179cm,€313K,Jesse Jr.,42,57.1,"Solomon, Lopez and Roberts",29.2,62.6,€11K,56.5
369174,LM,Faroe Islands,61,Left,"Smith, Townsend and Moon (Vietnam)",195cm,€316K,Z. Stuart,32,38.6,"Vargas, Wise and Glover",61.1,22.7,€11K,60.7
402015,CAM,Greece,61,Right,"Coffey, Morris and Bell (Greece)",208cm,€309K,C. Calhoun,34,45.5,Campbell-Osborn,65.9,14.0,€10K,33.8
164496,CM,Vietnam,61,Right,"Galloway, Mosley and Jones (Western Sahara)",167cm,€305K,P. Williams,34,61.8,Johnson-Thompson,58.7,52.6,€10K,29.7
158023,LM,Vietnam,61,Right,"Galloway, Mosley and Jones (Western Sahara)",197cm,€311K,Gregory Lee,26,49.3,Johnson-Thompson,57.3,61.0,€10K,60.9
631803,CB,Guatemala,61,Right,Premier League (England),155cm,€307K,J. Fernandez,33,31.3,"Bullock, Rivera and Briggs",54.1,43.2,€11K,63.2
140611,RW,Saint Kitts and Nevis,61,Left,"Coffey, Morris and Bell (Greece)",153cm,€299K,W. Hardin,22,67.7,Hicks-Henry,38.4,40.6,€10K,10.8
394696,LB,Austria,61,Left,Premier League (England),207cm,€302K,Casey Butler,30,41.1,"Bullock, Rivera and Briggs",31.2,58.6,€11K,61.8
935554,RB,Western Sahara,61,Right,Stewart-Cooper (Vietnam),172cm,€300K,Daniel Diaz,25,34.4,Wall PLC,42.3,62.9,€10K,55.3
648920,CDM,Guatemala,61,Right,Premier League (England),182cm,€297K,S. Yates,27,63.1,"Diaz, Evans and Pham",51.2,10.3,€10K,54.5
304985,CDM,Cyprus,61,Left,"Galloway, Mosley and Jones (Western Sahara)",192cm,€294K,Vasquez,21,61.9,Johnson-Thompson,35.1,26.0,€10K,58.2
313618,ST,Austria,61,Right,"Galloway, Mosley and Jones (Western Sahara)",184cm,€315K,Hall,34,62.2,FC Bayern München,41.9,30.6,€10K,57.0
2426,LM,Western Sahara,61,Right,Beltran-Keith (Cyprus),162cm,€291K,J. Powers,34,24.8,Harrison Ltd,62.3,56.4,€10K,38.6
674211,LB,Austria,61,Left,Taylor-Cross (Vietnam),193cm,€287K,J. Allen,26,28.7,Miller Group,42.7,51.8,€10K,64.0
854598,ST,Vietnam,61,Right,Premier League (England),198cm,€284K,T. Weeks,32,36.6,Campbell and Sons,53.6,31.9,€10K,63.5
740051,CB,Qatar,61,Right,Villegas-Haas (Austria),183cm,€280K,H. Zuniga,22,47.8,Ross-Weber,61.4,58.5,€9K,56.0
404422,CDM,Turks and Caicos Islands,61,Right,"Galloway, Mosley and Jones (Western Sahara)",202cm,€288K,N. Beasley,29,61.8,"Murphy, Harrell and Henderson",32.1,19.3,€10K,58.4
920701,LW,Faroe Islands,61,Right,Premier League (England),151cm,€283K,P. Davis,37,59.3,Campbell and Sons,51.1,62.2,€10K,34.9
724331,RB,Turks and Caicos Islands,61,Left,Taylor-Cross (Vietnam),155cm,€277K,E. Oconnor,27,62.1,"Orozco, Mercado and Bartlett",49.7,56.7,€9K,50.3
929249,LW,Botswana,61,Left,Premier League (England),178cm,€284K,M. Haynes,32,62.2,Lawson Ltd,42.6,55.4,€9K,40.9
536071,RM,Turks and Caicos Islands,61,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",174cm,€276K,J. Richardson,20,51.6,Oneill and Sons,55.8,45.3,€9K,63.3
847822,RM,Western Sahara,61,Left,"Galloway, Mosley and Jones (Western Sahara)",191cm,€278K,Reyes,23,61.8,Johnson-Thompson,32.3,38.3,€9K,58.0
921576,RWB,Austria,61,Right,"Middleton, Mccarty and Sullivan (Botswana)",198cm,€276K,J. Santiago,41,61.5,FC Barcelona,35.7,59.7,€8K,52.9
385075,CAM,Greece,60,Right,Stewart-Cooper (Vietnam),195cm,€274K,A. Jones,26,48.9,Wilson Ltd,63.7,45.5,€10K,41.6
942217,CAM,Cyprus,60,Right,Premier League (England),186cm,€267K,J. Montoya,52,53.0,Garcia Inc,62.2,25.9,€8K,28.9
721400,LWB,Western Sahara,60,Left,Premier League (England),201cm,€278K,William Mcknight,53,17.7,Yoder-Ramos,69.6,12.3,€8K,33.1
475948,RM,Western Sahara,60,Right,"Smith, Townsend and Moon (Vietnam)",158cm,€266K,W. Davis,23,48.6,Martinez Inc,63.7,50.3,€8K,39.1
607437,LWB,Guatemala,60,Left,Premier League (England),195cm,€266K,J. West,21,39.2,Orozco LLC,64.4,35.0,€8K,48.3
394457,ST,Western Sahara,60,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",205cm,€265K,P. Delacruz,30,44.0,Oneill and Sons,64.7,28.5,€8K,35.9
443671,LM,Qatar,60,Left,Premier League (England),152cm,€267K,K. Curry,30,14.4,"Bullock, Rivera and Briggs",59.5,35.7,€8K,59.5
83659,CM,Turks and Caicos Islands,60,Right,Premier League (England),192cm,€265K,S. Cruz,25,53.5,"Diaz, Evans and Pham",45.5,62.0,€7K,47.0
239343,CDM,Greece,60,Left,"Smith, Townsend and Moon (Vietnam)",205cm,€263K,J. Bullock,21,59.9,Martinez Inc,37.2,54.3,€7K,58.6
263928,LWB,Botswana,60,Right,Dunlap-Jenkins (Greece),166cm,€266K,Todd Schmidt,38,43.6,"Hayes, Jones and Bernard",42.1,60.4,€8K,60.5
641360,CF,Cyprus,60,Right,Premier League (England),155cm,€263K,C. Ward,52,63.7,Orozco LLC,47.1,25.2,€7K,13.5
174487,CDM,Guatemala,60,Right,Villegas-Haas (Austria),157cm,€260K,P. Moore,22,52.6,Edwards Group,19.9,34.9,€7K,62.5
813699,LW,Western Sahara,60,Right,Dunlap-Jenkins (Greece),197cm,€258K,G. Hamilton,28,53.7,"Mckinney, Williams and Wright",26.6,61.7,€6K,43.6
420566,RW,Qatar,60,Left,"Galloway, Mosley and Jones (Western Sahara)",175cm,€255K,Phillip Smith,22,67.5,"Murphy, Harrell and Henderson",27.9,37.9,€7K,15.7
264977,RB,Austria,60,Left,Stewart-Cooper (Vietnam),158cm,€265K,J. Ortega,28,37.1,Wilson Ltd,63.5,31.1,€7K,49.7
216075,RWB,Turks and Caicos Islands,60,Right,Beltran-Keith (Cyprus),198cm,€257K,K. Robinson,26,61.1,"Johnson, Burnett and Adams",17.2,50.0,€6K,57.2
748596,CB,Greece,60,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",182cm,€251K,R. Jacobs,25,55.7,Oneill and Sons,60.7,28.8,€6K,56.7
756836,RM,Austria,60,Right,Stewart-Cooper (Vietnam),208cm,€253K,Mark Martin,21,63.0,Wilson Ltd,49.8,47.7,€6K,18.5
183399,GK,Turks and Caicos Islands,60,Right,"Galloway, Mosley and Jones (Western Sahara)",174cm,€252K,J. Riggs,20,52.0,FC Bayern München,52.6,61.0,€7K,57.8
11519,LB,Austria,60,Right,Taylor-Cross (Vietnam),209cm,€250K,J. Morrison,23,59.8,"Orozco, Mercado and Bartlett",60.0,27.2,€6K,44.1
503233,RWB,Cyprus,60,Left,Stewart-Cooper (Vietnam),171cm,€255K,Jeremy Williams,28,57.4,Underwood-Gomez,60.9,39.3,€5K,57.5
470906,RM,Qatar,60,Right,Dunlap-Jenkins (Greece),168cm,€247K,Koch,32,49.9,Willis Inc,63.8,49.1,€6K,9.5
69592,RB,Vietnam,60,Left,Premier League (England),184cm,€248K,Robert Jr.,29,60.1,Garcia Inc,59.8,49.1,€5K,60.3
909371,RM,Qatar,59,Left,Beltran-Keith (Cyprus),161cm,€249K,Johnston,30,22.2,Perez-Lambert,40.8,50.1,€5K,62.6
262330,CDM,Western Sahara,59,Left,Stewart-Cooper (Vietnam),182cm,€244K,E. Ali,30,52.8,Wall PLC,53.0,29.7,€5K,61.1
360833,CM,Botswana,59,Left,Dunlap-Jenkins (Greece),176cm,€243K,Andrew Wells,24,39.5,"Hayes, Jones and Bernard",60.0,55.4,€6K,52.5
393639,RM,Cyprus,59,Right,Premier League (England),208cm,€240K,N. Jones,34,32.3,Gentry-Garcia,63.4,45.2,€5K,45.9
164608,ST,Botswana,59,Right,Dunlap-Jenkins (Greece),179cm,€237K,Smith,50,53.7,"Mckinney, Williams and Wright",59.7,13.5,€5K,55.9
304040,CAM,Saint Kitts and Nevis,59,Right,Beltran-Keith (Cyprus),193cm,€240K,D. Mclean,22,49.7,"Johnson, Burnett and Adams",62.2,30.3,€4K,32.0
836549,CF,Western Sahara,59,Left,Premier League (England),182cm,€245K,K. Gallagher,23,52.9,Paris Saint Germain,49.6,45.1,€4K,60.4
132593,CM,Faroe Islands,59,Left,Beltran-Keith (Cyprus),176cm,€231K,A. Ford,29,20.9,Perez-Lambert,62.5,49.4,€4K,38.9
116407,LM,Austria,59,Right,Premier League (England),174cm,€231K,A. Meyer,20,54.9,Yoder-Ramos,60.7,51.0,€4K,52.2
165621,CF,Western Sahara,59,Right,Premier League (England),196cm,€229K,A. Flowers,26,59.6,Lawson Ltd,32.7,55.4,€5K,21.9
903303,RB,Vietnam,59,Left,"Galloway, Mosley and Jones (Western Sahara)",182cm,€231K,Hood,30,59.8,Johnson-Thompson,45.0,55.9,€3K,55.1
207036,CM,Greece,59,Left,Taylor-Cross (Vietnam),180cm,€227K,A. Mcdonald,22,18.4,"Orozco, Mercado and Bartlett",60.1,51.2,€4K,55.0
780676,GK,Cyprus,59,Left,Premier League (England),154cm,€225K,Z. Hicks,35,50.7,"Diaz, Evans and Pham",62.2,49.1,€3K,50.4
649619,CDM,Austria,59,Left,Taylor-Cross (Vietnam),186cm,€235K,T. Davenport,21,29.8,Liverpool,31.1,18.0,€3K,68.3
100886,LB,Western Sahara,59,Left,"Galloway, Mosley and Jones (Western Sahara)",187cm,€225K,C. Harper,20,29.7,"Murphy, Harrell and Henderson",59.5,45.1,€3K,59.0
158334,CDM,Cyprus,59,Right,"Galloway, Mosley and Jones (Western Sahara)",202cm,€226K,J. Garrett,21,65.8,"Murphy, Harrell and Henderson",16.2,39.9,€4K,38.5
11291,ST,Turks and Caicos Islands,59,Right,Premier League (England),152cm,€218K,J. Palmer,42,65.1,"Bullock, Rivera and Briggs",35.2,25.9,€2K,41.6
806029,LW,Greece,59,Right,Villegas-Haas (Austria),151cm,€223K,Steven Hebert,30,46.2,Huber-Rogers,38.5,63.9,€2K,40.8
855286,CM,Turks and Caicos Islands,59,Left,Dunlap-Jenkins (Greece),208cm,€219K,C. Moore,51,47.8,"Hayes, Jones and Bernard",55.4,60.4,€3K,42.5
568718,ST,Western Sahara,59,Right,Taylor-Cross (Vietnam),163cm,€218K,Gabriel Jr.,30,55.4,Collins-Moore,60.8,39.8,€3K,53.4
200194,RB,Vietnam,59,Left,Stewart-Cooper (Vietnam),201cm,€215K,M. French,27,54.8,Manchester United,54.5,48.1,€2K,60.1
396841,LWB,Greece,59,Right,Premier League (England),171cm,€215K,K. Adams,35,42.0,Paris Saint Germain,53.1,53.3,€2K,60.9
880358,CB,Vietnam,59,Right,Premier League (England),169cm,€214K,E. Jordan,22,38.1,Orozco LLC,59.5,45.9,€2K,58.7
814826,RB,Western Sahara,59,Right,"Galloway, Mosley and Jones (Western Sahara)",152cm,€215K,J. Higgins,30,56.8,Johnson-Thompson,44.8,59.2,€2K,59.3
298872,RW,Guatemala,59,Left,Beltran-Keith (Cyprus),184cm,€209K,R. Holmes,31,65.2,Perez-Lambert,38.8,29.4,€2K,18.3
499725,RWB,Saint Kitts and Nevis,58,Right,Beltran-Keith (Cyprus),153cm,€210K,J. Rodriguez,38,54.7,"Green, Lawrence and Smith",15.9,59.3,€1K,44.8
548935,RB,Botswana,58,Left,Stewart-Cooper (Vietnam),176cm,€212K,T. Simmons,29,57.3,Manchester United,55.1,58.3,€2K,55.9
508098,CM,Greece,58,Left,Dunlap-Jenkins (Greece),155cm,€209K,J. Salinas,50,40.9,Willis Inc,49.1,61.3,€2K,41.2
852390,CDM,Austria,58,Right,Premier League (England),160cm,€206K,Ryan Jr.,20,56.6,Yoder-Ramos,26.8,7.1,€2K,58.9
582263,RB,Greece,58,Left,Villegas-Haas (Austria),198cm,€208K,E. Roman,20,41.3,"Smith, Kemp and Yu",54.5,42.0,€0,59.8
148123,RW,Cyprus,58,Right,Premier League (England),172cm,€225K,J. Rodriguez,27,53.1,Davis-Kelly,59.3,51.0,€1K,34.3
115426,CM,Qatar,58,Right,Dunlap-Jenkins (Greece),200cm,€199K,G. Hansen,28,38.9,"Hayes, Jones and Bernard",29.2,64.6,€1K,15.0
942862,LW,Saint Kitts and Nevis,58,Right,Premier League (England),195cm,€189K,S. Williams,34,53.6,"Miranda, Martin and Anderson",34.8,60.1,€1K,39.6
328929,LB,Saint Kitts and Nevis,58,Right,Villegas-Haas (Austria),168cm,€197K,G. Best,31,58.3,Edwards Group,56.9,46.7,€0,37.9
607962,CF,Botswana,58,Right,Stewart-Cooper (Vietnam),167cm,€189K,John Haley,35,37.2,Holland Ltd,60.1,52.4,€0,49.0
829404,CDM,Cyprus,58,Left,Premier League (England),158cm,€192K,M. Cowan,20,59.6,Gentry-Garcia,26.3,20.2,€0,51.2
657502,LM,Greece,58,Right,Villegas-Haas (Austria),159cm,€182K,R. Liu,24,45.5,Ross-Weber,54.1,58.3,€0,57.4
100459,LW,Vietnam,58,Right,Stewart-Cooper (Vietnam),169cm,€181K,John Luna,23,39.9,Wall PLC,37.9,61.4,€0,49.6
51400,GK,Vietnam,58,Right,Premier League (England),201cm,€183K,D. Green,30,47.0,"Bullock, Rivera and Briggs",49.1,50.4,€0,60.0
657614,CM,Faroe Islands,58,Left,Dunlap-Jenkins (Greece),190cm,€180K,Anthony Bishop,34,30.9,Willis Inc,60.1,52.9,€0,43.8
125190,CM,Turks and Caicos Islands,58,Right,"Coffey, Morris and Bell (Greece)",166cm,€175K,R. White,29,43.5,Hicks-Henry,46.6,61.6,€0,27.2
469431,CDM,Botswana,58,Left,Premier League (England),152cm,€181K,Eduardo Jr.,21,59.4,Martinez-Townsend,42.9,54.6,€0,51.8
633363,RW,Faroe Islands,58,Left,Beltran-Keith (Cyprus),178cm,€175K,J. Arias,29,62.7,"Johnson, Burnett and Adams",43.6,43.3,€0,31.3
436815,LWB,Vietnam,58,Left,Villegas-Haas (Austria),203cm,€176K,T. Miller,32,18.3,Edwards Group,57.5,32.8,€0,58.5
862983,RB,Turks and Caicos Islands,58,Right,Taylor-Cross (Vietnam),163cm,€178K,J. Cox,15,51.9,Collins-Moore,26.5,58.6,€0,55.6
813899,RM,Vietnam,58,Left,"Galloway, Mosley and Jones (Western Sahara)",191cm,€172K,M. Huang,31,32.3,FC Bayern München,33.1,58.6,€0,56.5
994523,RW,Austria,58,Left,Premier League (England),160cm,€174K,K. Carter,26,61.0,"Bullock, Rivera and Briggs",34.3,48.4,€0,12.3
134412,RWB,Faroe Islands,58,Right,Taylor-Cross (Vietnam),186cm,€173K,D. Salazar,31,61.0,"Orozco, Mercado and Bartlett",38.5,43.7,€0,47.5
904568,LM,Austria,58,Left,Beltran-Keith (Cyprus),166cm,€167K,A. Charles,25,7.0,Perez-Lambert,43.0,35.8,€0,63.0
28061,ST,Cyprus,58,Right,Premier League (England),177cm,€171K,A. Moss,35,41.3,"Solomon, Lopez and Roberts",64.0,35.9,€0,27.8
77312,RM,Faroe Islands,58,Left,Beltran-Keith (Cyprus),171cm,€169K,Michael Browning,35,34.4,Perez-Lambert,38.3,47.7,€0,61.6
314898,RM,Faroe Islands,58,Right,Villegas-Haas (Austria),191cm,€165K,Johnson,30,59.8,Edwards Group,47.2,50.8,€0,37.9
855900,CM,Botswana,58,Left,Stewart-Cooper (Vietnam),175cm,€159K,Jason Jr.,32,55.9,Manchester United,58.4,48.8,€0,38.0
552929,RM,Turks and Caicos Islands,58,Right,Beltran-Keith (Cyprus),182cm,€159K,A. West,35,39.5,"Johnson, Burnett and Adams",63.8,23.5,€0,26.9
549035,CAM,Vietnam,57,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",193cm,€158K,Gary Murphy,32,37.7,"Wheeler, Moore and Allen",62.9,22.5,€0,19.2
786603,CM,Austria,57,Right,"Smith, Townsend and Moon (Vietnam)",191cm,€162K,J. Dunn,30,57.6,Martinez Inc,38.8,56.5,€0,13.6
114915,CF,Western Sahara,57,Right,"Coffey, Morris and Bell (Greece)",157cm,€166K,Vaughan,27,51.2,Hicks-Henry,49.2,58.3,€0,28.7
942766,RWB,Qatar,57,Right,Premier League (England),197cm,€144K,Gregg Pierce,28,40.2,"Diaz, Evans and Pham",14.2,46.0,€0,61.1
959304,CF,Faroe Islands,57,Right,"Galloway, Mosley and Jones (Western Sahara)",184cm,€153K,S. Richards,23,41.5,"Murphy, Harrell and Henderson",46.2,60.1,€0,43.9
984373,LWB,Cyprus,57,Right,Premier League (England),169cm,€146K,J. Nelson,26,55.2,"Bell, Brewer and Little",57.8,39.7,€0,50.9
165248,LM,Turks and Caicos Islands,57,Left,Stewart-Cooper (Vietnam),158cm,€142K,J. Norman,32,9.2,Holland Ltd,49.7,22.7,€0,59.4
690106,GK,Turks and Caicos Islands,57,Left,Taylor-Cross (Vietnam),185cm,€144K,B. Rivera,20,44.3,Liverpool,59.5,29.2,€0,51.3
444415,RB,Austria,57,Left,Stewart-Cooper (Vietnam),192cm,€151K,John Jr.,33,35.8,Manchester United,58.7,53.6,€0,48.7
944189,CB,Austria,57,Right,Villegas-Haas (Austria),156cm,€140K,A. Kelly,43,54.3,"Smith, Kemp and Yu",52.8,54.8,€0,58.1
428454,CM,Saint Kitts and Nevis,57,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",192cm,€138K,D. Williams,31,27.5,"Wheeler, Moore and Allen",42.5,58.8,€0,52.7
772671,LM,Vietnam,57,Right,Stewart-Cooper (Vietnam),154cm,€134K,Luke Jr.,23,34.9,Manchester United,57.5,57.4,€0,31.9
420898,ST,Guatemala,57,Right,Taylor-Cross (Vietnam),167cm,€136K,T. Johnson,24,60.8,Liverpool,43.7,11.2,€0,24.4
421228,GK,Austria,57,Left,Beltran-Keith (Cyprus),153cm,€132K,L. Cunningham,33,39.6,Harrison Ltd,60.7,47.5,€0,40.1
806549,CF,Austria,57,Right,Premier League (England),153cm,€129K,S. Anderson,30,53.4,"Taylor, Bowen and Cantrell",23.8,58.8,€0,48.5
495359,ST,Turks and Caicos Islands,57,Right,Beltran-Keith (Cyprus),161cm,€128K,B. Perry,34,56.9,Perez-Lambert,33.7,30.3,€0,55.6
589902,CDM,Botswana,56,Left,Dunlap-Jenkins (Greece),207cm,€144K,Russell,25,40.6,"Hayes, Jones and Bernard",57.1,34.3,€0,53.9
852516,LWB,Qatar,56,Left,Premier League (England),172cm,€132K,Campbell,22,39.9,"Miranda, Martin and Anderson",61.3,24.4,€0,32.6
541337,CDM,Western Sahara,56,Right,Taylor-Cross (Vietnam),179cm,€127K,D. Jordan,30,61.4,Collins-Moore,23.7,8.8,€0,39.9
615359,CF,Guatemala,56,Right,Beltran-Keith (Cyprus),160cm,€128K,D. Hunt,55,56.7,Harrison Ltd,54.5,37.8,€0,51.2
484314,CF,Vietnam,56,Left,Beltran-Keith (Cyprus),187cm,€126K,S. Miles,29,56.5,"Green, Lawrence and Smith",32.0,35.5,€0,53.1
34348,CF,Faroe Islands,56,Left,"Coffey, Morris and Bell (Greece)",163cm,€124K,J. Howell,24,57.2,Campbell-Osborn,16.7,51.9,€0,39.4
681622,RWB,Guatemala,56,Right,Beltran-Keith (Cyprus),160cm,€118K,M. Kim,34,47.3,Perez-Lambert,15.5,33.1,€0,58.6
820886,CF,Guatemala,56,Right,Premier League (England),180cm,€116K,Zachary Ruiz,33,48.6,Campbell and Sons,56.6,52.9,€0,36.9
952053,LM,Western Sahara,56,Left,Premier League (England),180cm,€125K,P. Ruiz,30,24.6,"Banks, Romero and Wolf",36.1,31.7,€0,62.2
821134,CF,Guatemala,56,Left,Premier League (England),193cm,€115K,M. Johnson,21,56.5,Davis-Kelly,54.8,42.7,€0,55.2
354285,LB,Vietnam,56,Right,Stewart-Cooper (Vietnam),177cm,€114K,S. Andrews,26,59.2,Manchester United,47.2,44.4,€0,35.2
755827,CDM,Faroe Islands,56,Left,"Smith, Townsend and Moon (Vietnam)",168cm,€109K,Smith,23,57.1,"Vargas, Wise and Glover",35.2,24.9,€0,53.3
354741,LW,Western Sahara,56,Right,Premier League (England),151cm,€121K,Samuel Jr.,47,48.0,"Diaz, Evans and Pham",47.5,58.7,€0,47.0
518679,CF,Austria,56,Right,Beltran-Keith (Cyprus),150cm,€109K,T. Camacho,25,52.0,"Green, Lawrence and Smith",50.7,57.0,€0,30.7
592448,CAM,Austria,56,Right,Premier League (England),183cm,€108K,Baker,23,22.3,"Diaz, Evans and Pham",58.0,48.3,€0,39.8
264862,CAM,Faroe Islands,56,Right,Premier League (England),196cm,€110K,P. Ward,53,43.9,Paris Saint Germain,59.0,45.1,€0,48.4
371861,LM,Cyprus,56,Right,Premier League (England),176cm,€99K,T. Wade,30,49.8,Lawson Ltd,42.7,57.7,€0,36.6
396459,LWB,Turks and Caicos Islands,56,Left,Taylor-Cross (Vietnam),194cm,€105K,J. Duncan,54,27.0,"Orozco, Mercado and Bartlett",48.5,37.4,€0,58.8
257399,CM,Cyprus,56,Left,"Galloway, Mosley and Jones (Western Sahara)",182cm,€95K,T. Ware,26,51.3,Johnson-Thompson,57.0,49.6,€0,34.8
983107,ST,Western Sahara,55,Right,Villegas-Haas (Austria),200cm,€100K,D. Johnson,25,44.1,Edwards Group,57.8,47.0,€0,44.4
958574,LB,Western Sahara,55,Left,Premier League (England),152cm,€97K,M. Mann,25,43.5,"Miranda, Martin and Anderson",40.3,46.7,€0,58.3
606385,CM,Saint Kitts and Nevis,55,Right,Premier League (England),166cm,€97K,S. Reynolds,28,52.0,Garcia Inc,37.3,55.8,€0,12.8
385273,CDM,Saint Kitts and Nevis,55,Left,Taylor-Cross (Vietnam),166cm,€95K,C. Guerra,29,33.9,"Orozco, Mercado and Bartlett",52.3,32.4,€0,55.6
508513,CF,Saint Kitts and Nevis,55,Right,Dunlap-Jenkins (Greece),164cm,€98K,M. Brown,49,55.6,Willis Inc,53.2,54.0,€0,35.3
713367,CF,Qatar,55,Left,Villegas-Haas (Austria),184cm,€93K,Scott Peterson,27,45.4,Edwards Group,53.2,22.7,€0,55.5
238561,ST,Austria,55,Right,Villegas-Haas (Austria),202cm,€89K,J. Griffin,24,45.1,Edwards Group,56.2,31.7,€0,52.7
255020,LW,Cyprus,55,Right,"Galloway, Mosley and Jones (Western Sahara)",157cm,€85K,P. Lamb,38,50.0,Johnson-Thompson,25.4,56.6,€0,33.8
99705,CDM,Cyprus,55,Right,"Smith, Townsend and Moon (Vietnam)",195cm,€87K,Harris,19,58.3,"Vargas, Wise and Glover",46.7,38.0,€0,36.0
34646,ST,Qatar,55,Right,Premier League (England),191cm,€95K,J. Rodgers,31,59.7,"Solomon, Lopez and Roberts",31.6,24.7,€0,41.1
649146,LM,Saint Kitts and Nevis,55,Left,Premier League (England),156cm,€88K,E. Knight,27,37.2,Bell-Odom,40.5,40.3,€0,59.4
